component_id,name,component_type_id,component_mac475,mac475_weight,uniqueness,orientation,overall_length
C-1347,HEAD-FLANGED,CP-006,straight,0.59,N,N,28
C-1348,ELBOW,CP-008,elbow,0.654,N,Y,78.1
C-1349,ELBOW,CP-008,elbow,0.636,N,Y,62
C-1350,ELBOW,CP-008,elbow,0.635,N,Y,62.08
C-1351,FLANGE,CP-004,straight,0.174,N,Y,28
C-1352,FLANGE,CP-004,straight,2.56,N,Y,28
C-1353,ELBOW,OTHER,other,0.569,N,N,0
C-1354,FLANGE,CP-004,straight,0.2,N,Y,28
C-1355,ADAPTER,OTHER,other,0.033,N,N,0
C-1356,CLIP,OTHER,other,0.025,N,N,0
C-1357,FLANGE,CP-003,straight,0.62,N,Y,28
C-1358,ADAPTER,OTHER,other,0.25,N,N,0
C-1359,LUG,OTHER,other,0.025,N,N,0
C-1360,TUBE AS,OTHER,other,0.25,N,N,0
C-1361,ADAPTER,OTHER,other,0.25,N,N,0
C-1362,ELBOW,CP-010,elbow,1.1965,Y,Y,38.56
C-1363,ELBOW,CP-010,elbow,1.1965,Y,Y,77.88
C-1364,ELBOW-WATER,OTHER,other,0.25,N,N,0
C-1365,ADAPTER-DRAIN,CP-004,straight,0.104,Y,Y,28
C-1366,ELBOW,OTHER,other,1.64,N,N,0
C-1367,ADAPTER,OTHER,other,0.155,N,N,0
C-1368,FLANGE,CP-004,straight,0.093,N,Y,28
C-1369,COLLAR,OTHER,other,0.003,N,N,0
C-1370,FLANGE,CP-004,straight,0.598,N,Y,28
C-1371,ELBOW,OTHER,other,0.758,N,N,0
C-1372,FLANGE,OTHER,other,0.1,N,N,0
C-1373,FLANGE,CP-004,straight,0.118,N,Y,28
C-1374,NUT,OTHER,other,0.023,N,N,0
C-1375,NUT,OTHER,other,0.041,N,N,0
C-1376,FLANGE,CP-004,straight,0.164,N,Y,28
C-1377,ELBOW,OTHER,other,0.454,N,N,0
C-1378,ELBOW,CP-010,elbow,0.47,Y,Y,91.5
C-1379,NUT-FUEL INJ,OTHER,other,0.025,N,N,0
C-1380,NUT-FLARED,OTHER,other,0.29,N,N,0
C-1381,SLEEVE-FLARED,OTHER,other,0.033,N,N,0
C-1382,NUT-FLARED,OTHER,other,0.025,N,N,0
C-1383,SLEEVE-FLARED,OTHER,other,0.009,N,N,0
C-1384,NUT-FLARED,CP-026,nut,0.074,N,N,25.9
C-1385,NUT-FLARED,OTHER,other,0.014,N,N,0
C-1386,SLEEVE-FLARED,OTHER,other,0.005,N,N,0
C-1387,FITTING,OTHER,other,0.13,N,N,0
C-1388,TUBE-BAFFLE,OTHER,other,2.6,N,N,0
C-1389,ELBOW,CP-008,elbow,0.546,N,Y,61.98
C-1390,FLANGE,CP-003,straight,0.494,N,Y,28
C-1391,ELBOW,OTHER,other,0.75,N,N,0
C-1392,FLANGE-ONE PIEC,CP-004,straight,0.077,N,Y,28
C-1393,FITTING,CP-014,threaded,0.37,Y,N,32
C-1394,HEAD-SEAL,CP-006,straight,0.209,N,N,28
C-1395,TUBE AS-LH,OTHER,other,0.25,N,N,0
C-1396,TUBE AS-RH,OTHER,other,0.25,N,N,0
C-1397,SCREEN,OTHER,other,0.011,N,N,0
C-1398,COLLAR,OTHER,other,0.56,N,N,0
C-1399,FLANGE,OTHER,other,0.15,N,N,0
C-1400,TUBE AS-SUPPLY,OTHER,other,0.332,N,N,0
C-1401,ELBOW,OTHER,other,0.085,N,N,0
C-1402,FLANGE,OTHER,other,1.2,N,N,0
C-1403,WASHER-FUEL INJ,OTHER,other,0.003,N,N,0
C-1404,ELBOW-HYDRAULIC,CP-008,elbow,1.2,N,Y,78
C-1405,ELBOW-HYDRAULIC,CP-008,elbow,1.053,N,Y,78.1
C-1406,HEAD-FLANGED,OTHER,other,0.148,N,N,0
C-1407,FLANGE-ONE PIECE,CP-003,straight,0.561,N,Y,28
C-1408,FLANGE-ONE PIEC,CP-003,straight,0.24,N,Y,28
C-1409,ELBOW-HYDRAULIC,CP-008,elbow,1,N,Y,78
C-1410,BOSS,CP-018,boss,0.005,N,Y,0
C-1411,BOSS,CP-018,boss,0.057,N,Y,0
C-1412,FLANGE,CP-003,straight,1.327,N,Y,28
C-1413,FLANGE,CP-003,straight,1.45,N,Y,28
C-1414,ADAPTER,OTHER,other,0.091,N,N,0
C-1415,FLANGE,CP-004,straight,0.127,N,Y,28
C-1416,ROD,OTHER,other,0.01,N,N,0
C-1417,BOSS,CP-018,boss,0.034,N,Y,0
C-1418,FLANGE-ONE PIEC,CP-004,straight,0.11,N,Y,28
C-1419,ELBOW,CP-008,elbow,1.107,N,Y,93
C-1420,SLEEVE-FITTING,CP-024,sleeve,0.009,N,N,16.8
C-1421,NUT-FITTING,CP-026,nut,0.046,N,N,24.9
C-1422,COUPLING AS,OTHER,other,0.279,N,N,0
C-1423,CONNECTOR,CP-014,threaded,0.17,N,N,42.5
C-1424,COUPLING AS,OTHER,other,0.495,N,N,0
C-1425,FITTING,OTHER,other,0.085,N,N,0
C-1426,FITTING,CP-018,boss,0.071,Y,Y,0
C-1427,PLATE-CONNECTOR,CP-003,straight,0.586,N,Y,28
C-1428,ELBOW,CP-008,elbow,0.475,N,Y,61.2
C-1429,ELBOW,CP-008,elbow,0.726,N,Y,63.3
C-1430,FLANGE,CP-003,straight,0.34,N,Y,28
C-1431,BOSS,CP-018,boss,0.1,Y,Y,0
C-1432,ELBOW,CP-008,elbow,1.606,N,Y,149.23
C-1433,FLANGE-ONE PIECE,CP-002,straight,0.614,N,Y,28
C-1434,FLANGE,CP-003,straight,0.35,N,Y,28
C-1435,NUT-FLARED,CP-028,adaptor,0.023,N,N,20.3
C-1436,STUD-WELD,OTHER,other,0.021,N,N,0
C-1437,FITTING,OTHER,other,1.36,N,N,0
C-1438,PLUG-PIPE,OTHER,other,0.019,N,N,0
C-1439,NUT-FUEL LINE,OTHER,other,0.045,N,N,0
C-1440,FLANGE-ONE PIEC,CP-002,straight,1.171,N,Y,28
C-1441,ADAPTER-O-RING,CP-014,threaded,0.106,N,N,31.8
C-1442,NUT-FLARED,CP-026,nut,0.343,N,N,36.1
C-1443,SLEEVE-FLARED,CP-024,sleeve,0.09,N,N,28.4
C-1444,FLANGE-ONE PIEC,CP-002,straight,2.021,N,Y,28
C-1445,ELBOW-FLARED,CP-015,threaded,0.363,N,Y,38.5
C-1446,FLANGE-ONE PIEC,CP-002,straight,1.273,N,Y,28
C-1447,FLANGE-ONE PIEC,CP-002,straight,0.429,N,Y,28
C-1448,FLANGE-ONE PIEC,CP-002,straight,0.465,N,Y,28
C-1449,HEAD-FLANGE,CP-007,straight,0.42,N,N,28
C-1450,FLANGE-ONE PIEC,CP-002,straight,1.213,N,Y,28
C-1451,HEAD-FLANGE,CP-007,straight,0.35,N,N,28
C-1452,FLANGE-CAPTIVE,CP-022,float,0.276,N,N,0
C-1453,FLANGE-CAPTIVE,CP-022,float,0.389,N,N,0
C-1454,FLANGE-ONE PIEC,CP-002,straight,1.414,N,Y,28
C-1455,FLANGE-ONE PIECE,CP-002,straight,2.072,N,Y,28
C-1456,FLANGE-ONE PIEC,CP-002,straight,2.465,Y,Y,28
C-1457,FLANGE-ONE PIEC,CP-002,straight,1.449,N,Y,28
C-1458,FLANGE-ONE PIEC,CP-002,straight,1.993,N,Y,28
C-1459,FLANGE-ONE PIEC,CP-002,straight,1.354,N,Y,28
C-1460,FLANGE-ONE PIECE,CP-002,straight,1.23,N,Y,28
C-1461,FLANGE-ONE PIEC,CP-002,straight,0.851,N,Y,28
C-1462,FLANGE-ONE PIEC,CP-002,straight,2.067,N,Y,28
C-1463,FLANGE-ONE PIECE,CP-002,straight,1.725,N,Y,28
C-1464,FLANGE-ONE PIEC,CP-002,straight,1.373,N,Y,28
C-1465,FLANGE-ONE PIECE,CP-002,straight,1.811,N,Y,28
C-1466,NUT-A/C,OTHER,other,0.079,N,N,0
C-1467,FLANGE-ONE PIEC,CP-002,straight,0.765,N,Y,28
C-1468,FITTING-A/C,CP-014,threaded,0.128,N,N,18.54
C-1469,NUT-A/C,CP-014,threaded,0.047,N,N,27.43
C-1470,NUT-A/C,CP-014,threaded,0.099,N,N,32.26
C-1471,FLANGE-ONE PIEC,CP-002,straight,0.784,N,Y,28
C-1472,FITTING-A/C,OTHER,other,0.25,N,N,0
C-1473,FITTING-A/C,OTHER,other,0.25,N,N,0
C-1474,NUT-A/C,OTHER,other,0.022,N,N,0
C-1475,NUT-A/C,CP-014,threaded,0.031,N,N,22
C-1476,NUT-A/C,OTHER,other,0.032,N,N,0
C-1477,NUT-A/C,OTHER,other,0.25,N,N,0
C-1478,NUT-A/C,OTHER,other,0.05,N,N,0
C-1479,CONNECTOR,CP-014,threaded,0.061,N,N,71.9
C-1480,ADAPTER-A/C,OTHER,other,0.059,N,N,0
C-1481,ADAPTER-A/C,OTHER,other,0.058,N,N,0
C-1482,HEAD-FLANGED,CP-007,straight,0.14,N,N,28
C-1483,ADAPTER-A/C,OTHER,other,0.25,N,N,0
C-1484,FLANGE-ONE PIEC,CP-002,straight,0.907,N,Y,28
C-1485,WASHER-HARD,OTHER,other,0.009,N,N,0
C-1486,NUT-A/C,CP-014,threaded,0,N,N,33
C-1487,FLANGE-ONE PIEC,CP-002,straight,1.529,N,Y,28
C-1488,ELBOW-HYDRAULIC,CP-011,elbow,1.426,N,Y,85.5
C-1489,BOSS,CP-018,boss,0.04,N,Y,0
C-1490,BOSS,OTHER,other,1,N,N,0
C-1491,FITTING,OTHER,other,0.03,N,N,0
C-1492,FLANGE,CP-004,straight,0.091,N,Y,28
C-1493,HEAD-FLANGED,CP-006,straight,0.09,N,N,19.05
C-1494,HEAD-FLANGED,CP-007,straight,0.119,N,N,28
C-1495,HEAD-FLANGED,CP-007,straight,0.106,N,N,28
C-1496,FLANGE-SADDLE,CP-019,boss,1.023,N,Y,0
C-1497,BRACKET,OTHER,other,0.103,N,N,0
C-1498,BOSS,OTHER,other,0.093,N,N,0
C-1499,FLANGE,OTHER,other,2,N,N,0
C-1500,ELBOW,CP-008,elbow,3.62,N,Y,111.1
C-1501,FLANGE,CP-003,straight,1.2,N,Y,28
C-1502,ADAPTER,OTHER,other,0.418,N,N,0
C-1503,FITTING,CP-018,boss,0.455,Y,Y,0
C-1504,HANGER-COAT,OTHER,other,0.826,N,N,0
C-1505,BOSS,CP-018,boss,0.045,N,Y,0
C-1506,BOSS,CP-018,boss,0.021,N,Y,0
C-1507,BOSS,CP-018,boss,0.15,Y,Y,0
C-1508,PLATE,OTHER,other,0.1,N,N,0
C-1509,BRACKET,OTHER,other,0.2,N,N,0
C-1510,PLATE,OTHER,other,0.19,N,N,0
C-1511,WASHER,OTHER,other,0.035,N,N,0
C-1512,CLEAT,OTHER,other,0.163,N,N,0
C-1513,FLANGE,CP-004,straight,0.561,N,Y,28
C-1514,ELBOW,CP-010,elbow,1.5,Y,Y,76.5
C-1515,SHEET,OTHER,other,0.301,N,N,0
C-1516,BAFFLE,OTHER,other,2.225,N,N,0
C-1517,FLANGE,OTHER,other,0.09,N,N,0
C-1518,FLANGE,CP-004,straight,0.2,N,Y,28
C-1519,WASHER,OTHER,other,0.723,N,N,0
C-1520,FLANGE,CP-003,straight,0.6,N,Y,28
C-1521,FLANGE,OTHER,other,1.298,N,N,0
C-1522,TUBE-BAFFLE,OTHER,other,2.372,N,N,0
C-1523,PLATE,OTHER,other,0.038,N,N,0
C-1524,PLATE,OTHER,other,0.339,N,N,0
C-1525,PLATE,OTHER,other,0.055,N,N,0
C-1526,PLATE,OTHER,other,0.102,N,N,0
C-1527,ELBOW,CP-010,elbow,0.631,N,Y,95.26
C-1528,BOSS,OTHER,other,0.28,N,N,0
C-1529,CONNECTOR,OTHER,other,0.122,N,N,0
C-1530,BOSS,CP-027,nut,0.067,N,N,22.225
C-1531,BODY-RELIEF V,OTHER,other,5,N,N,0
C-1532,FLANGE,OTHER,other,0.291,N,N,0
C-1533,NUT,OTHER,other,0.014,N,N,0
C-1534,FLANGE,CP-003,straight,0.654,N,Y,28
C-1535,BOSS,CP-018,boss,0.052,Y,Y,0
C-1536,BOSS,CP-018,boss,0.052,Y,Y,0
C-1537,FITTING,CP-018,boss,0.084,Y,Y,0
C-1538,ELBOW,CP-010,elbow,0.454,N,Y,55.8
C-1539,ELBOW,CP-008,elbow,0.363,N,Y,51.56
C-1540,CLIP,OTHER,other,0.059,N,N,0
C-1541,CLIP,OTHER,other,0.148,N,N,0
C-1542,ELBOW,CP-008,elbow,0.272,N,Y,53.4
C-1543,FLANGE,CP-004,straight,0.227,N,Y,28
C-1544,HEAD-FLANGED,CP-007,straight,0.133,N,N,25.5
C-1545,HEAD-FLANGED,CP-006,straight,0.244,N,N,17.5
C-1546,ADAPTER-PIPE,CP-028,adaptor,0.026,N,N,26.4
C-1547,CONNECTOR,CP-014,threaded,0.091,N,N,32.5
C-1548,FLANGE-CAPTIVE,OTHER,other,0.363,N,N,0
C-1549,FLANGE,CP-004,straight,0.12,N,Y,28
C-1550,ADAPTER-OIL LIN,OTHER,other,0.236,N,N,0
C-1551,COLLAR,CP-006,straight,0.136,N,N,28
C-1552,FLANGE,CP-003,straight,0.354,N,Y,28
C-1553,HEAD-FLANGED,CP-006,straight,0.176,N,N,28
C-1554,NUT-INJ LINE,OTHER,other,0.045,N,N,0
C-1555,FLANGE,CP-004,straight,0.09,N,Y,28
C-1556,TUBE,OTHER,other,4.175,N,N,0
C-1557,BOSS,CP-018,boss,0.091,N,Y,0
C-1558,PLATE,OTHER,other,2.95,N,N,0
C-1559,ADAPTER,OTHER,other,2.219,N,N,0
C-1560,FLANGE,OTHER,other,6.9,N,N,0
C-1561,ADAPTER,OTHER,other,0.054,N,N,0
C-1562,COVER-FRONT HSG,OTHER,other,0.25,N,N,0
C-1563,CLIP,OTHER,other,0.037,N,N,0
C-1564,CAP AS-FILLER,OTHER,other,0.197,N,N,0
C-1565,ADAPTER-O SUPPL,CP-010,elbow,0.169,Y,Y,66.4
C-1566,ELBOW,CP-010,elbow,0.69,N,Y,92
C-1567,CLIP,OTHER,other,0.022,N,N,0
C-1568,FLANGE,CP-003,straight,1,N,Y,28
C-1569,TUBE AS,OTHER,other,0.25,N,N,0
C-1570,ADAPTER,OTHER,other,0.25,N,N,0
C-1571,SLEEVE,OTHER,other,1.2,N,N,0
C-1572,TUBE AS,OTHER,other,0.25,N,N,0
C-1573,FLANGE,OTHER,other,0.25,N,N,0
C-1574,ORIFICE,OTHER,other,0.098,N,N,0
C-1575,ELBOW,CP-010,elbow,1.44,N,Y,88.9
C-1576,ELBOW,CP-008,elbow,0.723,N,Y,76.1
C-1577,NUT-FLARED,CP-026,nut,0.091,N,N,27.4
C-1578,CONNECTOR,CP-014,threaded,0.091,N,N,50.8
C-1579,BOSS,CP-018,boss,0.114,Y,Y,0
C-1580,BOSS,CP-027,nut,0.021,N,N,20.574
C-1581,TUBE,OTHER,other,3.433,N,N,0
C-1582,PIN,OTHER,other,0.004,N,N,0
C-1583,ADAPTER-STR,CP-028,adaptor,0.256,N,N,44.5
C-1584,FLANGE-CAPTIVE,CP-022,float,0.516,N,N,0
C-1585,PLUG,CP-012,elbow,0.064,N,N,28
C-1586,PLUG,CP-012,elbow,0.093,N,N,28
C-1587,PLUG,CP-012,elbow,0.145,N,N,30
C-1588,PLUG,CP-012,elbow,0.225,N,N,37
C-1589,PLUG,CP-012,elbow,0.25,N,N,37
C-1590,FLANGE-ONE PIECE,CP-002,straight,1.966,N,Y,28
C-1591,FLANGE-ONE PIEC,CP-002,straight,0.514,N,Y,28
C-1592,FLANGE-ONE PIEC,CP-002,straight,0.735,N,Y,28
C-1593,ELBOW,CP-015,threaded,0.136,N,Y,38.5
C-1594,FLANGE-ONE PIEC,CP-002,straight,0.469,N,Y,28
C-1595,BOLT,OTHER,other,0.03,N,N,0
C-1596,NUT-A/C,OTHER,other,0.25,N,N,0
C-1597,BOLT-HEX HEAD,OTHER,other,0.031,N,N,0
C-1598,ELBOW-HYDRAULIC,CP-011,elbow,1.154,N,Y,94
C-1599,ELBOW-HYDRAULIC,CP-011,elbow,1.193,N,Y,94
C-1600,ELBOW-HYDRAULIC,CP-011,elbow,1.338,N,Y,100
C-1601,ELBOW-HYDRAULIC,CP-011,elbow,1.421,N,Y,100
C-1602,ELBOW-HYDRAULIC,CP-011,elbow,1.659,N,Y,100
C-1603,ELBOW-HYDRAULIC,CP-011,elbow,1.641,N,Y,100
C-1604,ELBOW-HYDRAULIC,CP-011,elbow,1.564,N,Y,100
C-1605,ELBOW-HYDRAULIC,CP-011,elbow,1.672,N,Y,100
C-1606,ELBOW-HYDRAULIC,CP-011,elbow,1.715,N,Y,108
C-1607,ELBOW-HYDRAULIC,CP-011,elbow,2.237,N,Y,108
C-1608,ELBOW-HYDRAULIC,CP-011,elbow,2.653,N,Y,109.5
C-1609,ELBOW-HYDRAULIC,CP-011,elbow,2.535,N,Y,108
C-1610,ELBOW-HYDRAULIC,CP-011,elbow,2.35,N,Y,108
C-1611,ELBOW-HYDRAULIC,CP-011,elbow,4.86,N,Y,128
C-1612,ELBOW-HYDRAULIC,CP-011,elbow,4.448,N,Y,128
C-1613,ELBOW-HYDRAULIC,CP-011,elbow,3.939,N,Y,129.5
C-1614,FLANGE,CP-003,straight,2.35,N,Y,28
C-1615,FLANGE,CP-003,straight,2.183,N,Y,28
C-1616,FLANGE-ONE PIEC,CP-002,straight,0.799,N,Y,28
C-1617,FLANGE-ONE PIECE,CP-002,straight,1.845,N,Y,28
C-1618,SEAL-O-RING-ORFS,OTHER,other,0.001,N,N,0
C-1619,SEAL-O-RING-ORFS,OTHER,other,0.001,N,N,0
C-1620,NUT-SWIVEL,CP-025,nut,0.016,N,N,15
C-1621,NUT-SWIVEL,CP-025,nut,0.015,N,N,17
C-1622,NUT-SWIVEL,CP-025,nut,0.036,N,N,20
C-1623,NUT-SWIVEL,CP-025,nut,0.044,N,N,23.5
C-1624,NUT-SWIVEL,CP-025,nut,0.035,N,N,26.5
C-1625,NUT-SWIVEL,CP-025,nut,0.129,N,N,27.5
C-1626,NUT-SWIVEL,CP-025,nut,0.154,N,N,27.5
C-1627,SLEEVE-ORFS,CP-024,sleeve,0.005,N,N,14.5
C-1628,SLEEVE-ORFS,CP-024,sleeve,0.006,N,N,14.5
C-1629,SLEEVE-ORFS,CP-024,sleeve,0.012,N,N,14.5
C-1630,SLEEVE-ORFS,CP-024,sleeve,0.018,N,N,14.5
C-1631,SLEEVE-ORFS,CP-024,sleeve,0.026,N,N,14.5
C-1632,SLEEVE-ORFS,CP-024,sleeve,0.033,N,N,14.5
C-1633,SLEEVE-ORFS,CP-024,sleeve,0.04,N,N,14.5
C-1634,ADAPTER-STR,CP-028,adaptor,0.06,N,N,34.5
C-1635,SLEEVE-FACE SEAL,CP-024,sleeve,0.025,N,N,17
C-1636,ELBOW-HYDRAULIC,CP-011,elbow,1.33,Y,Y,100
C-1637,CONNECTOR-SEAL,CP-014,threaded,0.03,N,N,22
C-1638,CONNECTOR-SEAL,CP-014,threaded,0.04,N,N,23.1
C-1639,CONNECTOR-SEAL,CP-014,threaded,0.05,N,N,24.7
C-1640,CONNECTOR-SEAL,CP-014,threaded,0.104,N,N,27.4
C-1641,CONNECTOR-SEAL,CP-014,threaded,0.149,N,N,33.7
C-1642,CONNECTOR-SEAL,CP-014,threaded,0.225,N,N,38.6
C-1643,CONNECTOR-ORFS,CP-014,threaded,0.06,N,N,38.6
C-1644,CONNECTOR-SEAL,CP-014,threaded,0.16,N,N,35.2
C-1645,CONNECTOR-SEAL,CP-014,threaded,0.02,N,N,22
C-1646,CONNECTOR-SEAL,CP-014,threaded,0.04,N,N,23.1
C-1647,CONNECTOR-SEAL,CP-014,threaded,0.05,N,N,24.7
C-1648,CONNECTOR-SEAL,CP-014,threaded,0.097,N,N,31.4
C-1649,CONNECTOR-SEAL,CP-014,threaded,0.22,N,N,35.2
C-1650,CONNECTOR-SEAL,CP-014,threaded,0.05,N,N,38.6
C-1651,NUT-SWIVEL,OTHER,other,0.25,N,N,0
C-1652,SLEEVE-REDUCER,CP-024,sleeve,0.045,N,N,17
C-1653,SLEEVE-REDUCER,CP-024,sleeve,0.03,N,N,15.5
C-1654,SLEEVE-REDUCER,CP-024,sleeve,0.029,N,N,14.5
C-1655,SLEEVE-REDUCER,CP-024,sleeve,0.025,N,N,14.5
C-1656,SLEEVE-REDUCER,CP-024,sleeve,0.023,N,N,14.5
C-1657,SLEEVE-REDUCER,CP-024,sleeve,0.02,N,N,14.5
C-1658,SLEEVE-REDUCER,CP-024,sleeve,0.021,N,N,13.5
C-1659,SLEEVE-REDUCER,CP-024,sleeve,0.019,N,N,13.5
C-1660,SLEEEVE-REDUCER,CP-024,sleeve,0.012,N,N,12
C-1661,SLEEVE-REDUCER,CP-024,sleeve,0.005,N,N,10.5
C-1662,CAP-ORFS,OTHER,other,0.038,N,N,0
C-1663,CONNECTOR-BHD,OTHER,other,0.4,N,N,0
C-1664,FLANGE,OTHER,other,1.046,N,N,0
C-1665,FLANGE,CP-003,straight,0.685,N,Y,28
C-1666,MANIFOLD,OTHER,other,1.719,N,N,0
C-1667,PLATE,OTHER,other,0.072,N,N,0
C-1668,ADAPTER,OTHER,other,1.33,N,N,0
C-1669,LUG,OTHER,other,0.002,N,N,0
C-1670,FLANGE,CP-004,straight,0.079,N,Y,28
C-1671,WASHER-FUEL INJ,OTHER,other,0.005,N,N,0
C-1672,WASHER-FUEL INJ,OTHER,other,0.003,N,N,0
C-1673,FLANGE-SPL,CP-004,straight,0.187,N,Y,28
C-1674,NUT-FUEL INJ,OTHER,other,0.035,N,N,0
C-1675,TUBE AS-FUEL IN,OTHER,other,0.25,N,N,0
C-1676,TUBE AS-FUEL IN,OTHER,other,0.25,N,N,0
C-1677,NUT-FUEL INJ,OTHER,other,0.024,N,N,0
C-1678,FLANGE,CP-004,straight,0.07,Y,Y,28
C-1679,BRACKET,OTHER,other,0.01,N,N,0
C-1680,FLANGE,CP-004,straight,0.28,N,Y,28
C-1681,HOUSING,CP-010,elbow,0.142,Y,Y,48.7
C-1682,FLANGE,CP-003,straight,1.095,N,Y,28
C-1683,FLANGE,CP-003,straight,0.424,N,Y,28
C-1684,FLANGE,CP-003,straight,0.561,N,Y,28
C-1685,FLANGE,CP-003,straight,1.167,N,Y,28
C-1686,ELBOW,CP-008,elbow,0.666,N,Y,78.1
C-1687,FLANGE,CP-003,straight,1.579,N,Y,28
C-1688,NUT-F INJ LINE,OTHER,other,0.044,N,N,0
C-1689,COLLAR,OTHER,other,0.124,N,N,0
C-1690,ELBOW,OTHER,other,0.66,N,N,0
C-1691,ELBOW,OTHER,other,0.78,N,N,0
C-1692,SPACER,OTHER,other,0.03,N,N,0
C-1693,PLATE,OTHER,other,0.017,N,N,0
C-1694,BOSS,CP-027,nut,0.2,N,N,40
C-1695,ADAPTER,CP-028,adaptor,0.032,N,N,30
C-1696,ADAPTER,OTHER,other,0.142,N,N,0
C-1697,BOSS,CP-018,boss,0.066,Y,Y,0
C-1698,BOSS,CP-018,boss,0.073,Y,Y,0
C-1699,BOSS,CP-018,boss,0.083,Y,Y,0
C-1700,ELBOW-SWIVEL,CP-015,threaded,0.42,N,Y,38.5
C-1701,COUPLING AS,CP-014,threaded,0.219,N,N,51
C-1702,ELBOW-SWIVEL,CP-015,threaded,0.389,N,Y,38.5
C-1703,SLEEVE-ORFS,CP-024,sleeve,0.059,N,N,20
C-1704,COUPLING AS,CP-014,threaded,0.212,N,N,52
C-1705,FLANGE,CP-001,straight,1.31,Y,Y,28
C-1706,FLANGE-ONE PIECE,CP-002,straight,1.413,N,Y,28
C-1707,FITTING,CP-018,boss,0.182,Y,Y,0
C-1708,FITTING,CP-018,boss,0.052,N,Y,0
C-1709,PLUG,OTHER,other,0.052,N,N,0
C-1710,CONNECTOR-SPL,CP-014,threaded,0.109,N,N,53.1
C-1711,HEAD-FLANGED,CP-006,straight,0.045,N,N,28
C-1712,HEAD-FLANGED,CP-006,straight,0.331,N,N,14.22
C-1713,RING,CP-007,straight,0.26,Y,N,28
C-1714,CONNECTOR-FLARE,CP-014,threaded,0.136,N,N,42
C-1715,CONNECTOR-FLARE,CP-014,threaded,0.059,N,N,36.8
C-1716,CONNECTOR-SPL,CP-014,threaded,0.091,N,N,28.4
C-1717,HEAD-FLANGED,CP-007,straight,0.243,N,N,28
C-1718,CONNECTOR,CP-014,threaded,0.136,N,N,37.1
C-1719,FLANGE,CP-004,straight,0.165,N,Y,28
C-1720,HEAD-FLANGED,CP-007,straight,0.135,N,N,28
C-1721,HEAD-FLANGED,CP-007,straight,0.34,N,N,28
C-1722,FITTING,CP-014,threaded,0.045,N,N,26.5
C-1723,FITTING,CP-014,threaded,0.183,N,N,59.44
C-1724,CONNECTOR-SPL,CP-014,threaded,0.045,N,N,24.6
C-1725,BOSS,CP-018,boss,0.24,N,Y,0
C-1726,ELBOW,CP-008,elbow,0.881,N,Y,163.8
C-1727,ELBOW-37 (DEG),CP-015,threaded,0.141,N,Y,38.5
C-1728,CONNECTOR,CP-014,threaded,0.318,N,N,61.2
C-1729,BOSS,CP-018,boss,0.223,Y,Y,0
C-1730,ELBOW,OTHER,other,0.129,N,N,0
C-1731,BOSS,CP-018,boss,0.082,N,Y,0
C-1732,CLAMP,OTHER,other,0.045,N,N,0
C-1733,ELBOW,CP-010,elbow,0.245,N,Y,56.8
C-1734,FLANGE,CP-004,straight,0.327,N,Y,28
C-1735,ADAPTER-OIL LIN,OTHER,other,0.15,N,N,0
C-1736,FLANGE,CP-004,straight,0.045,N,Y,28
C-1737,SEAL-O-RING,OTHER,other,0.001,N,N,0
C-1738,FLANGE,OTHER,other,2.315,N,N,0
C-1739,FLANGE,CP-004,straight,0.107,N,Y,28
C-1740,FLANGE,CP-004,straight,0.084,N,Y,28
C-1741,ELBOW,OTHER,other,0.749,N,N,0
C-1742,CLIP,OTHER,other,0.045,N,N,0
C-1743,FITTING,CP-014,threaded,0.045,N,N,28.6
C-1744,ELBOW,CP-008,elbow,0.454,N,Y,77.98
C-1745,LINK,OTHER,other,0.072,N,N,0
C-1746,FLANGE-ONE PIEC,CP-002,straight,1.585,N,Y,28
C-1747,FLANGE-ONE PIECE,CP-002,straight,1.424,N,Y,28
C-1748,PLUG-CUP,OTHER,other,0.001,N,N,0
C-1749,FLANGE,CP-004,straight,0.07,N,Y,28
C-1750,FLANGE,CP-004,straight,0.067,N,Y,28
C-1751,PLATE,OTHER,other,0.508,N,N,0
C-1752,ELBOW-MANF IN,OTHER,other,0.67,N,N,0
C-1753,BLOCK,OTHER,other,1.8,N,N,0
C-1754,TUBE,OTHER,other,0.5,N,N,0
C-1755,TUBE AS-IN,OTHER,other,0.831,N,N,0
C-1756,NUT-FUEL INJ,OTHER,other,0.025,N,N,0
C-1757,TUBE AS,OTHER,other,0.4,N,N,0
C-1758,CONNECTOR,CP-014,threaded,0.168,N,N,52.5
C-1759,ELBOW-HYDRAULIC,CP-011,elbow,1.232,N,Y,94
C-1760,NUT-ORFS,CP-025,nut,0.124,N,N,27.79
C-1761,CONNECTOR-BHD,CP-014,threaded,0.078,N,N,45.9
C-1762,FLANGE-ONE PIECE,CP-002,straight,2.237,N,Y,28
C-1763,FLANGE-ONE PIECE,CP-002,straight,1.013,N,Y,28
C-1764,BOSS,CP-018,boss,0.009,N,Y,0
C-1765,PLATE,OTHER,other,0.706,N,N,0
C-1766,PLATE,OTHER,other,0.113,N,N,0
C-1767,CONNECTOR-WELD,CP-014,threaded,0.28,N,N,80
C-1768,FLANGE-WELD,CP-001,straight,0.783,N,Y,40
C-1769,ELB,CP-009,elbow,1.662,N,Y,80
C-1770,FLANGE,CP-001,straight,0.719,N,Y,40
