component_id,name,component_type_id,component_mac475
C-2005,ELBOW-90 DEG,CP-015,threaded
C-2006,ELBOW-90 DEG,CP-015,threaded
C-2007,ELBOW-90 DEG,CP-015,threaded
C-2008,ELBOW-90 DEG,CP-015,threaded
C-2009,FLANGE-ONE PIECE,CP-002,straight
C-2010,ELBOW-HYDRAULIC,CP-011,elbow
C-2011,COUPLING,OTHER,other
C-2012,COUPLING,OTHER,other
C-2013,COUPLING,OTHER,other
C-2014,COUPLING,OTHER,other
C-2015,FLANGE-ONE PIEC,CP-002,straight
C-2016,FLANGE-ONE PIECE,CP-002,straight
C-2017,FLANGE-ONE PIEC,CP-002,straight
C-2018,FLANGE-ONE PIECE,CP-002,straight
C-2019,FLANGE-HYDRAULIC,CP-002,straight
C-2020,FLANGE-ONE PIEC,CP-002,straight
C-2021,FLANGE-ONE PIECE,CP-002,straight
C-2022,FLANGE-ONE PIECE,CP-002,straight
C-2023,FLANGE-ONE PIEC,CP-002,straight
C-2024,ELBOW-HYDRAULIC,CP-011,elbow
C-2025,NUT-SWIVEL,CP-025,nut
C-2026,NUT-SWIVEL,CP-025,nut
C-2027,NUT-SWIVEL,CP-025,nut
C-2028,NUT-SWIVEL,CP-025,nut
C-2029,NUT-SWIVEL,CP-025,nut
C-2030,NUT-SWIVEL,CP-025,nut
C-2031,ELBOW-HYDRAULIC,CP-011,elbow
C-2032,ELBOW-90 DEG,CP-015,threaded
C-2033,ELBOW-90 DEG,CP-015,threaded
C-2034,HEAD-FLANGED,CP-007,straight
C-2035,SLEEVE-ORIFICE,CP-024,sleeve
C-2036,SEAL-O-RING,OTHER,other
C-2037,SEAL-O-RING,OTHER,other
C-2038,BOSS-WELD,OTHER,other
C-2039,TUBE AS-FUEL IN,OTHER,other
C-2040,TUBE AS-FUEL IN,OTHER,other
C-2041,TUBE AS-FUEL IN,OTHER,other
C-2042,BOSS,OTHER,other
C-2043,FLANGE,CP-004,straight
C-2044,ADAPTER-INLET,CP-006,straight
C-2045,ADAPTER-INLET,OTHER,other
C-2046,SLEEVE,OTHER,other
C-2047,FLANGE,OTHER,other
