tube_assembly_id,quantity_range_min,quantity_range_max,price_band_count,bracket_yes_count,bracket_no_count
TA-18349,54,54,1,0,1
TA-18350,54,54,1,0,1
TA-18351,1,1,1,0,1
TA-18352,1,1,1,0,1
TA-18353,24,24,1,0,1
TA-18354,1,1,1,0,1
TA-18355,24,24,1,0,1
TA-18364,1,1,1,0,1
TA-18365,1,1,1,0,1
TA-18366,5,8,2,2,0
TA-18367,1,1,1,0,1
TA-18368,1,1,2,2,0
TA-18369,15,15,1,0,1
TA-18370,35,35,1,0,1
TA-18371,100,100,1,0,1
TA-18372,100,100,1,0,1
TA-18373,15,15,1,0,1
TA-18374,15,15,1,0,1
TA-18375,15,15,1,0,1
TA-18376,15,15,1,0,1
TA-18377,15,15,1,0,1
TA-18378,10,10,1,0,1
TA-18379,10,10,1,0,1
TA-18380,1,1,1,0,1
TA-18381,1,1,1,0,1
TA-18382,1,1,1,0,1
TA-18383,1,1,1,0,1
TA-18384,24,24,1,0,1
TA-18385,1,1,1,0,1
TA-18386,1,1,1,0,1
TA-18387,24,24,1,0,1
TA-18388,24,24,1,0,1
TA-18389,24,24,1,0,1
TA-18390,73,73,1,0,1
TA-18392,10,10,1,0,1
TA-18393,1,1,1,0,1
TA-18394,9,54,3,3,0
TA-18395,1,1,1,0,1
TA-18396,1,1,1,0,1
TA-18397,1,1,1,0,1
TA-18398,1,1,1,0,1
TA-18399,1,1,1,0,1
TA-18400,13,13,1,0,1
TA-18401,13,13,1,0,1
TA-18402,1,1,1,0,1
TA-18403,1,1,1,0,1
TA-18404,1,1,1,0,1
TA-18406,40,40,1,0,1
TA-18407,40,40,1,0,1
TA-18408,10,10,1,0,1
TA-18409,10,10,1,0,1
TA-18410,1,1,1,0,1
TA-18411,1,1,1,0,1
TA-18412,1,1,1,0,1
TA-18413,1,1,1,0,1
TA-18414,1,1,1,0,1
TA-18415,1,1,1,0,1
TA-18416,1,1,1,0,1
TA-18417,1,1,1,0,1
TA-18418,1,1,1,0,1
TA-18419,1,1,1,0,1
TA-18420,1,1,1,0,1
TA-18421,1,1,1,0,1
TA-18422,1,1,1,0,1
TA-18423,15,15,1,0,1
TA-18424,4,10,2,2,0
TA-18425,8,8,1,0,1
TA-18426,1,1,2,2,0
TA-18427,1,1,1,0,1
TA-18428,1,1,1,0,1
TA-18429,1,1,1,0,1
TA-18430,4,10,2,2,0
TA-18431,4,10,2,2,0
TA-18432,4,10,2,2,0
TA-18433,4,10,2,2,0
TA-18434,4,10,2,2,0
TA-18437,1,1,2,2,0
TA-18438,1,1,2,2,0
TA-18439,1,1,1,0,1
TA-18440,1,1,1,0,1
TA-18441,4,10,2,2,0
TA-18442,4,10,2,2,0
TA-18443,4,10,2,2,0
TA-18444,4,10,2,2,0
TA-18445,10,10,1,0,1
TA-18446,4,10,2,2,0
TA-18449,1,1,1,0,1
TA-18450,1,1,1,0,1
TA-18451,1,1,1,0,1
TA-18452,1,1,1,0,1
TA-18453,1,1,1,0,1
TA-18454,1,1,1,0,1
TA-18455,1,1,1,0,1
TA-18456,1,1,1,0,1
TA-18457,1,1,1,0,1
TA-18458,1,1,1,0,1
TA-18459,1,1,1,0,1
TA-18460,1,1,1,0,1
TA-18461,1,5,5,5,0
TA-18462,1,1,1,0,1
TA-18463,31,31,1,0,1
TA-18464,32,32,1,0,1
TA-18465,8,8,1,0,1
TA-18466,8,8,1,0,1
TA-18467,8,8,1,0,1
TA-18468,16,16,1,0,1
TA-18469,8,8,1,0,1
TA-18470,8,8,1,0,1
TA-18471,8,8,1,0,1
TA-18472,1,1,1,0,1
TA-18473,4,10,2,2,0
TA-18474,4,10,2,2,0
TA-18475,4,10,2,2,0
TA-18476,4,10,2,2,0
TA-18477,4,10,2,2,0
TA-18478,4,10,2,2,0
TA-18479,4,10,2,2,0
TA-18480,10,10,1,0,1
TA-18481,4,10,2,2,0
TA-18482,4,10,2,2,0
TA-18483,4,10,2,2,0
TA-18484,1,1,3,3,0
TA-18485,1,1,2,2,0
TA-18486,31,31,1,0,1
TA-18488,22,22,1,0,1
TA-18489,1,1,1,0,1
TA-18490,1,1,1,0,1
TA-18492,1,20,6,6,0
TA-18493,1,1,1,0,1
TA-18494,1,1,1,0,1
TA-18495,1,1,1,0,1
TA-18496,1,1,1,0,1
TA-18497,1,1,1,0,1
TA-18498,1,1,1,0,1
TA-18499,1,1,1,0,1
TA-18500,1,1,1,0,1
TA-18501,1,1,1,0,1
TA-18502,13,13,1,0,1
TA-18503,10,10,1,0,1
TA-18504,10,10,1,0,1
TA-18505,10,10,1,0,1
TA-18506,10,10,1,0,1
TA-18507,10,10,1,0,1
TA-18508,1,1,1,0,1
TA-18521,1,1,2,2,0
TA-18522,1,1,1,0,1
TA-18523,50,50,1,0,1
TA-18524,1,1,1,0,1
TA-18525,1,1,1,0,1
TA-18526,1,1,1,0,1
TA-18527,1,1,1,0,1
TA-18528,1,1,1,0,1
TA-18529,15,15,1,0,1
TA-18530,1,1,1,0,1
TA-18531,1,1,1,0,1
TA-18532,1,1,1,0,1
TA-18533,1,1,1,0,1
TA-18534,20,20,1,0,1
TA-18535,1,5,5,5,0
TA-18536,1,1,1,0,1
TA-18537,1,1,1,0,1
TA-18538,1,1,1,0,1
TA-18539,1,1,1,0,1
TA-18540,1,1,1,0,1
TA-18541,1,1,1,0,1
TA-18542,1,1,1,0,1
TA-18543,1,1,1,0,1
TA-18546,4,10,2,2,0
TA-18547,14,14,1,0,1
TA-18548,14,14,1,0,1
TA-18549,4,10,2,2,0
TA-18550,10,10,1,0,1
TA-18551,10,10,1,0,1
TA-18552,5,5,1,0,1
TA-18553,25,25,1,0,1
TA-18554,5,5,1,0,1
TA-18555,30,30,1,0,1
TA-18556,1,1,1,0,1
TA-18557,1,50,7,7,0
TA-18558,1,50,7,7,0
TA-18559,54,54,1,0,1
TA-18560,1,1,1,1,0
TA-18561,1,1,1,0,1
TA-18562,1,1,1,0,1
TA-18563,12,12,1,0,1
TA-18564,1,1,1,0,1
TA-18565,25,25,1,0,1
TA-18566,25,25,1,0,1
TA-18567,25,25,1,0,1
TA-18568,25,25,1,0,1
TA-18569,1,5,5,5,0
TA-18570,1,5,5,5,0
TA-18571,1,5,5,5,0
TA-18572,1,5,5,5,0
TA-18573,1,5,5,5,0
TA-18574,1,5,5,5,0
TA-18575,1,5,5,5,0
TA-18577,30,30,1,0,1
TA-18578,1,1,1,0,1
TA-18579,1,1,1,0,1
TA-18580,3,6,2,2,0
TA-18581,3,3,1,0,1
TA-18582,1,20,6,6,0
TA-18586,1,5,3,3,0
TA-18587,1,5,3,3,0
TA-18589,1,1,1,0,1
TA-18590,1,1,1,0,1
TA-18591,25,25,1,0,1
TA-18592,1,50,2,2,0
TA-18594,7,7,1,0,1
TA-18595,1,1,1,0,1
TA-18596,31,31,1,0,1
TA-18597,31,31,1,0,1
TA-18598,25,25,1,0,1
TA-18599,24,24,1,0,1
TA-18600,24,24,1,0,1
TA-18601,31,31,1,0,1
TA-18602,31,31,1,0,1
TA-18603,22,22,1,0,1
TA-18604,22,22,1,0,1
TA-18605,1,1,1,0,1
TA-18606,1,1,1,0,1
TA-18607,1,1,1,0,1
TA-18608,6,6,1,0,1
TA-18609,1,1,1,0,1
TA-18610,1,1,1,0,1
TA-18611,1,5,3,3,0
TA-18613,10,10,1,0,1
TA-18614,1,1,1,0,1
TA-18615,1,1,1,0,1
TA-18616,1,1,1,0,1
TA-18617,1,1,1,0,1
TA-18618,1,50,7,7,0
TA-18619,1,40,3,3,0
TA-18620,1,40,3,3,0
TA-18621,1,40,3,3,0
TA-18623,1,1,1,0,1
TA-18624,1,1,1,0,1
TA-18625,1,1,1,0,1
TA-18626,1,1,1,0,1
TA-18627,1,1,1,0,1
TA-18628,1,1,1,0,1
TA-18629,1,1,1,0,1
TA-18630,85,85,1,0,1
TA-18631,1,50,7,7,0
TA-18632,2,20,2,2,0
TA-18633,1,5,3,3,0
TA-18634,1,5,3,3,0
TA-18635,1,1,1,0,1
TA-18636,1,20,6,6,0
TA-18637,1,1,1,0,1
TA-18638,1,20,6,6,0
TA-18641,1,5,3,3,0
TA-18642,1,5,3,3,0
TA-18643,1,1,1,1,0
TA-18644,1,40,3,3,0
TA-18645,3,25,5,5,0
TA-18646,1,7,5,5,0
TA-18647,1,250,8,8,0
TA-18648,1,250,8,8,0
TA-18649,1,250,8,8,0
TA-18650,1,250,8,8,0
TA-18651,1,250,8,8,0
TA-18652,1,250,8,8,0
TA-18654,1,250,8,8,0
TA-18655,1,50,6,6,0
TA-18656,1,250,8,8,0
TA-18657,1,250,8,8,0
TA-18658,1,250,8,8,0
TA-18659,1,250,8,8,0
TA-18660,1,250,8,8,0
TA-18661,1,250,8,8,0
TA-18662,1,250,8,8,0
TA-18663,1,250,8,8,0
TA-18664,1,250,8,8,0
TA-18665,3,10,3,3,0
TA-18666,1,250,8,8,0
TA-18667,1,250,8,8,0
TA-18668,1,250,8,8,0
TA-18669,1,250,8,8,0
TA-18670,1,250,8,8,0
TA-18671,1,250,8,8,0
TA-18672,30,60,4,4,0
TA-18673,1,250,8,8,0
TA-18674,1,250,8,8,0
TA-18675,1,250,8,8,0
TA-18676,1,250,8,8,0
TA-18677,1,250,8,8,0
TA-18678,1,1,1,0,1
TA-18680,1,250,8,8,0
TA-18681,1,250,8,8,0
TA-18682,1,9,5,5,0
TA-18683,1,250,8,8,0
TA-18684,1,250,8,8,0
TA-18685,5,20,4,4,0
TA-18686,3,3,1,0,1
TA-18687,1,250,8,8,0
TA-18688,1,250,8,8,0
TA-18689,1,250,8,8,0
TA-18690,1,9,5,5,0
TA-18691,1,250,8,8,0
TA-18692,1,250,8,8,0
TA-18693,1,250,8,8,0
TA-18694,1,250,8,8,0
TA-18695,1,250,8,8,0
TA-18696,1,250,8,8,0
TA-18697,1,250,8,8,0
TA-18698,1,250,8,8,0
TA-18700,1,20,3,3,0
TA-18701,1,250,8,8,0
TA-18702,1,250,8,8,0
TA-18703,2,2,1,0,1
TA-18704,1,1,1,0,1
TA-18705,1,250,8,8,0
TA-18706,1,250,8,8,0
TA-18707,1,250,8,8,0
TA-18708,4,16,4,4,0
TA-18709,1,250,8,8,0
TA-18710,1,250,8,8,0
TA-18711,1,1,1,0,1
TA-18712,1,1,1,0,1
TA-18713,1,7,5,5,0
TA-18714,1,9,5,5,0
TA-18715,1,1,1,0,1
TA-18716,1,1,1,0,1
TA-18717,1,9,5,5,0
TA-18718,3,9,4,4,0
TA-18719,1,250,8,8,0
TA-18720,1,250,8,8,0
TA-18721,1,250,8,8,0
TA-18722,1,250,8,8,0
TA-18724,1,250,8,8,0
TA-18725,1,250,8,8,0
TA-18726,1,250,8,8,0
TA-18727,1,250,8,8,0
TA-18728,1,1,1,0,1
TA-18729,1,1,1,0,1
TA-18730,1,1,2,2,0
TA-18731,1,1,1,0,1
TA-18732,1,250,8,8,0
TA-18733,1,1,2,2,0
TA-18734,1,1,1,0,1
TA-18735,1,250,8,8,0
TA-18736,1,1,1,1,0
TA-18737,1,250,8,8,0
TA-18738,1,10,5,5,0
TA-18739,1,1,1,0,1
TA-18740,1,1,1,0,1
TA-18741,1,1,1,0,1
TA-18742,1,250,8,8,0
TA-18743,1,20,3,3,0
TA-18744,1,1,2,2,0
TA-18745,1,250,8,8,0
TA-18746,1,1,1,0,1
TA-18747,1,1,1,0,1
TA-18748,1,1,1,0,1
TA-18749,1,1,2,2,0
TA-18750,1,1,1,0,1
TA-18751,1,1,1,0,1
TA-18752,1,1,1,0,1
TA-18753,1,1,1,0,1
TA-18754,1,1,2,2,0
TA-18755,1,1,2,2,0
TA-18756,30,30,1,0,1
TA-18757,1,1,1,0,1
TA-18758,1,1,1,0,1
TA-18759,1,1,1,1,0
TA-18760,1,1,1,0,1
TA-18761,1,250,8,8,0
TA-18762,1,1,1,0,1
TA-18763,1,1,1,0,1
TA-18764,1,1,1,0,1
TA-18765,1,1,1,1,0
TA-18766,2,8,4,4,0
TA-18767,1,1,1,1,0
TA-18768,1,1,1,0,1
TA-18769,1,1,1,0,1
TA-18770,1,1,1,0,1
TA-18771,1,1,1,0,1
TA-18772,1,1,1,1,0
TA-18773,1,1,1,0,1
TA-18774,1,1,1,0,1
TA-18775,1,1,1,0,1
TA-18776,1,1,1,0,1
TA-18777,1,100,8,8,0
TA-18778,1,1,1,0,1
TA-18779,2,2,1,0,1
TA-18780,1,1,1,0,1
TA-18781,1,1,2,2,0
TA-18782,2,4,3,3,0
TA-18783,1,1,1,0,1
TA-18785,3,9,4,4,0
TA-18786,1,1,1,0,1
TA-18787,1,1,1,1,0
TA-18788,5,20,6,6,0
TA-18789,20,20,1,0,1
TA-18790,1,1,2,2,0
TA-18791,1,1,2,2,0
TA-18792,1,1,1,0,1
TA-18793,1,1,1,1,0
TA-18794,1,1,2,2,0
TA-18795,1,48,5,5,0
TA-18796,1,1,1,0,1
TA-18797,10,40,4,4,0
TA-18798,12,48,4,4,0
TA-18799,1,1,1,1,0
TA-18800,1,1,1,0,1
TA-18801,5,5,1,0,1
TA-18802,1,1,1,1,0
TA-18803,15,250,5,5,0
TA-18804,1,1,1,1,0
TA-18805,5,18,3,3,0
TA-18806,1,1,2,2,0
TA-18807,1,1,1,1,0
TA-18808,1,1,1,0,1
TA-18809,10,40,4,4,0
TA-18810,1,1,2,2,0
TA-18811,1,1,1,0,1
TA-18812,1,1,1,0,1
TA-18813,1,1,1,0,1
TA-18814,1,1,1,0,1
TA-18815,1,1,1,0,1
TA-18816,1,1,1,0,1
TA-18817,1,1,1,0,1
TA-18818,1,1,1,0,1
TA-18819,1,12,6,6,0
TA-18820,1,1,1,0,1
TA-18821,1,1,1,0,1
TA-18822,1,1,1,0,1
TA-18823,1,1,1,0,1
TA-18824,1,1,1,0,1
TA-18825,10,10,1,0,1
TA-18826,1,1,1,0,1
TA-18827,1,1,1,1,0
TA-18828,1,1,1,0,1
TA-18829,10,10,1,0,1
TA-18830,1,1,1,0,1
TA-18831,1,1,1,0,1
TA-18832,1,1,1,0,1
TA-18833,10,10,1,0,1
TA-18834,1,1,1,0,1
TA-18835,1,1,1,0,1
TA-18836,1,1,1,0,1
TA-18837,1,250,8,8,0
TA-18838,1,250,8,8,0
TA-18839,1,1,2,2,0
TA-18840,1,1,1,1,0
TA-18841,1,1,2,2,0
TA-18842,1,1,1,1,0
TA-18843,1,1,1,0,1
TA-18844,1,1,2,2,0
TA-18845,1,1,2,2,0
TA-18846,1,250,8,8,0
TA-18847,1,250,8,8,0
TA-18848,1,1,1,0,1
TA-18849,1,1,1,0,1
TA-18850,1,1,1,0,1
TA-18851,1,1,1,0,1
TA-18852,10,100,2,2,0
TA-18853,10,10,1,0,1
TA-18854,1,1,1,0,1
TA-18855,1,1,1,0,1
TA-18856,1,1,1,0,1
TA-18857,1,1,1,0,1
TA-18858,1,1,2,2,0
TA-18859,1,1,2,2,0
TA-18860,1,1,1,1,0
TA-18861,5,5,1,0,1
TA-18862,1,1,1,1,0
TA-18863,25,25,1,0,1
TA-18864,5,20,4,4,0
TA-18865,1,1,2,2,0
TA-18866,1,1,1,0,1
TA-18867,1,20,3,3,0
TA-18868,1,1,1,0,1
TA-18869,10,10,1,0,1
TA-18870,4,16,4,4,0
TA-18871,1,1,1,0,1
TA-18872,5,5,1,0,1
TA-18873,5,5,1,0,1
TA-18874,20,20,1,0,1
TA-18875,5,5,1,0,1
TA-18876,1,1,1,0,1
TA-18877,1,1,1,0,1
TA-18878,1,1,1,0,1
TA-18879,1,1,1,0,1
TA-18880,1,250,8,8,0
TA-18881,1,250,8,8,0
TA-18882,1,250,8,8,0
TA-18883,1,250,8,8,0
TA-18884,1,250,8,8,0
TA-18885,1,250,8,8,0
TA-18886,1,250,8,8,0
TA-18887,1,250,8,8,0
TA-18888,1,9,5,5,0
TA-18889,1,250,8,8,0
TA-18890,1,250,8,8,0
TA-18891,1,250,8,8,0
TA-18892,1,250,8,8,0
TA-18893,1,250,8,8,0
TA-18894,1,250,8,8,0
TA-18895,1,1,1,0,1
TA-18896,1,250,8,8,0
TA-18897,1,250,8,8,0
TA-18898,1,250,8,8,0
TA-18899,1,250,8,8,0
TA-18900,1,250,8,8,0
TA-18901,1,250,8,8,0
TA-18902,1,250,8,8,0
TA-18903,1,250,8,8,0
TA-18904,1,250,8,8,0
TA-18905,1,250,8,8,0
TA-18906,1,250,8,8,0
TA-18907,1,250,8,8,0
TA-18908,1,250,8,8,0
TA-18909,1,250,8,8,0
TA-18910,1,250,8,8,0
TA-18911,1,250,8,8,0
TA-18912,1,250,8,8,0
TA-18913,1,250,8,8,0
TA-18914,1,250,8,8,0
TA-18915,1,9,5,5,0
TA-18916,1,250,8,8,0
TA-18917,1,250,8,8,0
TA-18918,1,250,8,8,0
TA-18919,1,250,8,8,0
TA-18920,1,250,8,8,0
TA-18921,1,250,8,8,0
TA-18922,1,250,8,8,0
TA-18923,1,250,8,8,0
TA-18924,3,9,4,4,0
TA-18925,1,250,8,8,0
TA-18926,1,250,8,8,0
TA-18927,1,250,8,8,0
TA-18928,1,250,8,8,0
TA-18929,1,250,8,8,0
TA-18930,1,250,8,8,0
TA-18931,8,8,1,0,1
TA-18932,1,250,8,8,0
TA-18933,1,250,8,8,0
TA-18934,1,250,8,8,0
TA-18935,1,250,8,8,0
TA-18936,1,250,8,8,0
TA-18937,1,250,8,8,0
TA-18938,1,250,8,8,0
TA-18939,1,250,8,8,0
TA-18940,1,250,8,8,0
TA-18941,1,250,8,8,0
TA-18942,1,250,8,8,0
TA-18943,2,8,4,4,0
TA-18944,2,8,4,4,0
TA-18945,28,28,1,0,1
TA-18946,1,250,8,8,0
TA-18947,1,250,8,8,0
TA-18948,1,250,8,8,0
TA-18949,1,250,8,8,0
TA-18950,1,250,8,8,0
TA-18951,3,3,1,0,1
TA-18952,1,250,8,8,0
TA-18953,1,250,8,8,0
TA-18954,1,250,8,8,0
TA-18955,1,250,8,8,0
TA-18956,1,250,8,8,0
TA-18957,1,250,8,8,0
TA-18958,1,250,8,8,0
TA-18959,1,250,8,8,0
TA-18960,1,250,8,8,0
TA-18961,1,250,8,8,0
TA-18962,1,250,8,8,0
TA-18963,1,250,8,8,0
TA-18964,10,35,5,5,0
TA-18965,1,250,8,8,0
TA-18966,1,250,8,8,0
TA-18967,1,250,8,8,0
TA-18968,1,250,8,8,0
TA-18969,1,1,1,0,1
TA-18970,1,250,8,8,0
TA-18971,1,250,8,8,0
TA-18972,1,250,8,8,0
TA-18973,1,250,8,8,0
TA-18974,1,250,8,8,0
TA-18975,1,250,8,8,0
TA-18976,1,250,8,8,0
TA-18977,1,250,8,8,0
TA-18978,1,250,8,8,0
TA-18979,1,250,8,8,0
TA-18980,1,250,8,8,0
TA-18981,1,250,8,8,0
TA-18982,1,250,8,8,0
TA-18983,1,20,3,3,0
TA-18984,75,500,5,5,0
TA-18985,1,250,8,8,0
TA-18986,1,250,8,8,0
TA-18987,1,250,8,8,0
TA-18988,1,250,8,8,0
TA-18989,1,250,8,8,0
TA-18990,8,32,5,5,0
TA-18991,1,1,1,1,0
TA-18992,1,1,1,1,0
TA-18993,1,20,5,5,0
TA-18994,1,1,1,0,1
TA-18995,1,1,1,0,1
TA-18996,1,250,8,8,0
TA-18997,1,250,8,8,0
TA-18998,1,250,9,9,0
TA-18999,1,250,9,9,0
TA-19000,1,100,7,7,0
TA-19001,1,250,8,8,0
TA-19002,1,250,8,8,0
TA-19003,5,5,1,0,1
TA-19004,5,5,1,0,1
TA-19005,2,2,1,0,1
TA-19006,1,250,8,8,0
TA-19007,1,50,6,6,0
TA-19008,10,10,1,0,1
TA-19009,1,100,7,7,0
TA-19010,1,100,7,7,0
TA-19011,1,1,1,0,1
TA-19012,1,1,1,1,0
TA-19013,1,1,2,2,0
TA-19014,1,1,2,2,0
TA-19015,1,1,1,0,1
TA-19016,1,1,1,0,1
TA-19017,1,1,1,1,0
TA-19018,1,1,1,1,0
TA-19019,1,20,3,3,0
TA-19020,1,250,8,8,0
TA-19021,1,250,8,8,0
TA-19022,1,250,8,8,0
TA-19023,5,20,3,3,0
TA-19024,1,250,8,8,0
TA-19025,1,100,9,9,0
TA-19026,5,5,1,0,1
TA-19027,1,1,2,2,0
TA-19028,1,250,8,8,0
TA-19029,3,9,4,4,0
TA-19030,1,1,1,0,1
TA-19031,1,250,8,8,0
TA-19032,5,5,1,0,1
TA-19033,1,1,1,0,1
TA-19034,1,1,1,0,1
TA-19035,1,1,1,0,1
TA-19036,1,1,1,0,1
TA-19037,1,1,1,0,1
TA-19038,1,1,1,0,1
TA-19039,1,1,1,0,1
TA-19040,4,10,4,4,0
TA-19041,1,1,1,0,1
TA-19042,1,1,1,0,1
TA-19043,1,20,6,6,0
TA-19044,1,20,3,3,0
TA-19045,1,250,8,8,0
TA-19046,10,10,1,0,1
TA-19047,1,250,8,8,0
TA-19048,1,100,7,7,0
TA-19049,1,100,7,7,0
TA-19050,1,100,7,7,0
TA-19051,1,250,8,8,0
TA-19053,30,30,1,0,1
TA-19054,1,1,1,1,0
TA-19055,1,20,5,5,0
TA-19056,1,1,1,0,1
TA-19057,2,8,4,4,0
TA-19058,10,35,6,6,0
TA-19059,3,9,3,3,0
TA-19060,3,12,4,4,0
TA-19061,100,100,1,0,1
TA-19062,1,250,8,8,0
TA-19063,1,250,8,8,0
TA-19064,1,9,5,5,0
TA-19065,1,250,8,8,0
TA-19066,1,250,8,8,0
TA-19068,1,250,8,8,0
TA-19070,1,250,8,8,0
TA-19071,1,250,8,8,0
TA-19072,1,250,8,8,0
TA-19073,1,250,8,8,0
TA-19074,2,8,4,4,0
TA-19075,1,250,8,8,0
TA-19076,1,250,8,8,0
TA-19077,1,250,8,8,0
TA-19078,3,3,1,0,1
TA-19079,2,2,1,0,1
TA-19080,1,1,1,0,1
TA-19081,1,9,5,5,0
TA-19082,4,20,3,3,0
TA-19083,1,250,8,8,0
TA-19084,1,250,8,8,0
TA-19085,1,1,1,0,1
TA-19086,25,25,1,0,1
TA-19087,1,1,1,0,1
TA-19088,1,1,1,1,0
TA-19089,1,1,1,0,1
TA-19090,1,1,1,0,1
TA-19091,1,1,1,0,1
TA-19092,1,1,1,1,0
TA-19093,1,1,1,1,0
TA-19094,1,250,9,9,0
TA-19095,1,1,1,0,1
TA-19096,3,12,4,4,0
TA-19097,1,1,1,0,1
TA-19098,1,1,1,0,1
TA-19099,1,1,1,0,1
TA-19100,1,20,3,3,0
TA-19101,1,20,3,3,0
TA-19102,2,2,1,0,1
TA-19103,1,20,3,3,0
TA-19104,1,20,3,3,0
TA-19105,1,250,8,8,0
TA-19106,1,250,8,8,0
TA-19107,1,250,8,8,0
TA-19108,1,250,8,8,0
TA-19109,1,250,8,8,0
TA-19111,1,250,8,8,0
TA-19112,1,250,8,8,0
TA-19113,1,250,8,8,0
TA-19114,1,250,8,8,0
TA-19115,1,250,8,8,0
TA-19116,1,250,8,8,0
TA-19117,1,250,8,8,0
TA-19118,1,250,8,8,0
TA-19119,1,250,8,8,0
TA-19120,1,100,7,7,0
TA-19121,1,250,8,8,0
TA-19122,1,250,8,8,0
TA-19123,20,20,1,0,1
TA-19124,1,250,8,8,0
TA-19125,1,250,8,8,0
TA-19126,1,250,8,8,0
TA-19127,1,250,8,8,0
TA-19128,1,250,8,8,0
TA-19129,1,250,8,8,0
TA-19130,1,250,8,8,0
TA-19131,1,1,1,0,1
TA-19132,1,250,8,8,0
TA-19133,1,250,8,8,0
TA-19134,1,100,7,7,0
TA-19135,1,250,8,8,0
TA-19136,1,250,8,8,0
TA-19137,1,9,5,5,0
TA-19138,1,1,1,1,0
TA-19139,1,250,8,8,0
TA-19140,1,250,8,8,0
TA-19141,1,4,4,4,0
TA-19142,1,250,8,8,0
TA-19143,1,250,8,8,0
TA-19144,1,9,5,5,0
TA-19145,1,250,8,8,0
TA-19146,1,250,8,8,0
TA-19147,1,250,8,8,0
TA-19148,1,250,8,8,0
TA-19149,1,250,8,8,0
TA-19150,1,250,8,8,0
TA-19151,1,250,8,8,0
TA-19152,3,12,4,4,0
TA-19153,3,3,1,0,1
TA-19154,1,250,8,8,0
TA-19155,1,250,8,8,0
TA-19156,1,1,1,0,1
TA-19157,1,250,8,8,0
TA-19158,1,250,8,8,0
TA-19159,5,5,1,0,1
TA-19160,1,250,8,8,0
TA-19161,1,250,8,8,0
TA-19162,1,250,8,8,0
TA-19163,1,9,5,5,0
TA-19164,1,250,8,8,0
TA-19165,1,250,8,8,0
TA-19166,1,250,8,8,0
TA-19167,1,250,8,8,0
TA-19168,1,250,8,8,0
TA-19169,1,250,8,8,0
TA-19170,1,250,8,8,0
TA-19171,1,250,8,8,0
TA-19172,1,250,8,8,0
TA-19173,1,250,8,8,0
TA-19174,1,250,8,8,0
TA-19175,1,250,8,8,0
TA-19176,1,250,8,8,0
TA-19177,1,250,8,8,0
TA-19178,1,250,8,8,0
TA-19179,1,250,8,8,0
TA-19180,1,250,8,8,0
TA-19181,1,250,8,8,0
TA-19182,1,250,8,8,0
TA-19183,1,250,8,8,0
TA-19184,1,250,8,8,0
TA-19185,1,250,8,8,0
TA-19186,1,250,8,8,0
TA-19187,1,250,8,8,0
TA-19188,1,250,8,8,0
TA-19189,1,250,8,8,0
TA-19190,1,250,8,8,0
TA-19191,1,250,8,8,0
TA-19192,1,250,8,8,0
TA-19193,1,250,8,8,0
TA-19194,1,250,8,8,0
TA-19195,1,250,8,8,0
TA-19196,1,250,8,8,0
TA-19197,1,250,8,8,0
TA-19198,1,250,8,8,0
TA-19199,1,250,8,8,0
TA-19200,1,1,1,0,1
TA-19201,10,10,1,0,1
TA-19202,10,10,1,0,1
TA-19203,1,1,1,0,1
TA-19204,1,1,1,0,1
TA-19205,1,1,1,0,1
TA-19212,1,1,2,2,0
TA-19213,1,250,8,8,0
TA-19214,1,1,1,0,1
TA-19215,5,15,3,3,0
TA-19216,1,1,1,0,1
TA-19217,1,100,7,7,0
TA-19218,1,250,8,8,0
TA-19219,1,250,8,8,0
TA-19220,1,250,8,8,0
TA-19221,1,250,8,8,0
TA-19222,1,250,8,8,0
TA-19223,1,250,8,8,0
TA-19224,1,250,8,8,0
TA-19225,1,250,8,8,0
TA-19226,1,250,8,8,0
TA-19227,1,250,8,8,0
TA-19228,1,250,8,8,0
TA-19229,1,250,8,8,0
TA-19230,1,250,8,8,0
TA-19231,1,9,5,5,0
TA-19232,5,5,1,0,1
TA-19233,1,250,8,8,0
TA-19234,1,250,8,8,0
TA-19235,1,100,7,7,0
TA-19236,1,100,7,7,0
TA-19237,1,100,7,7,0
TA-19238,1,1,1,0,1
TA-19239,1,1,1,0,1
TA-19240,1,1,1,0,1
TA-19241,1,1,1,0,1
TA-19242,1,1,1,0,1
TA-19243,1,1,1,0,1
TA-19244,1,1,1,0,1
TA-19245,1,1,1,0,1
TA-19246,1,1,1,0,1
TA-19247,1,1,1,0,1
TA-19248,1,1,1,0,1
TA-19249,1,1,1,0,1
TA-19250,1,20,5,5,0
TA-19251,1,10,4,4,0
TA-19252,1,1,2,2,0
TA-19253,1,1,1,0,1
TA-19254,1,250,8,8,0
TA-19255,1,1,1,0,1
TA-19256,1,20,4,4,0
TA-19257,1,20,3,3,0
TA-19258,1,1,2,2,0
TA-19259,4,4,1,0,1
TA-19260,1,1,1,0,1
TA-19261,1,1,1,0,1
TA-19262,1,1,1,0,1
TA-19263,1,1,1,0,1
TA-19264,1,1,1,0,1
TA-19265,1,1,1,0,1
TA-19266,1,1,1,0,1
TA-19267,1,1,1,0,1
TA-19268,1,1,1,0,1
TA-19269,1,1,1,0,1
TA-19270,1,1,1,0,1
TA-19271,1,1,1,0,1
TA-19272,1,1,1,0,1
TA-19273,1,1,1,0,1
TA-19274,1,1,1,0,1
TA-19275,1,1,1,0,1
